X,Y
0.430613961312027,1.22392211404729
0.430613961312027,1.22218358831711
0.430613961312027,1.22044506258693
0.430613961312027,1.21870653685675
0.430613961312027,1.21696801112656
0.430613961312027,1.21522948539638
0.430613961312027,1.2134909596662
0.430613961312027,1.21175243393602
0.430613961312027,1.21001390820584
0.430613961312027,1.20827538247566
0.430613961312027,1.20653685674548
0.430613961312027,1.2047983310153
0.430613961312027,1.01356050069541
0.430613961312027,1.01182197496523
0.430613961312027,1.01008344923505
0.430613961312027,1.00834492350487
0.430613961312027,1.00660639777469
0.430613961312027,1.00486787204451
0.430613961312027,1.00312934631433
0.430613961312027,1.00139082058414
0.430613961312027,0.999652294853964
0.430613961312027,0.997913769123783
0.430613961312027,0.996175243393602
0.430613961312027,0.994436717663421
0.430613961312027,0.992698191933241
0.430613961312027,0.99095966620306
0.430613961312027,0.989221140472879
0.430613961312027,0.987482614742698
0.430613961312027,0.985744089012517
0.430613961312027,0.984005563282337
0.430613961312027,0.982267037552156
0.430613961312027,0.980528511821975
0.430613961312027,0.978789986091794
0.430613961312027,0.977051460361613
0.430613961312027,0.975312934631433
0.430613961312027,0.973574408901252
0.430613961312027,0.971835883171071
0.430613961312027,0.97009735744089
0.430613961312027,0.968358831710709
0.430613961312027,0.966620305980529
0.430613961312027,0.964881780250348
0.430613961312027,0.963143254520167
0.430613961312027,0.961404728789986
0.430613961312027,0.959666203059805
0.430613961312027,0.957927677329624
0.430613961312027,0.956189151599444
0.430613961312027,0.954450625869263
0.430613961312027,0.952712100139082
0.430613961312027,0.950973574408901
0.430613961312027,0.94923504867872
0.430613961312027,0.94749652294854
0.430613961312027,0.92663421418637
0.430613961312027,0.620653685674548
0.430613961312027,0.599791376912378
0.430613961312027,0.479833101529903
0.430613961312027,0.339012517385257
0.430613961312027,0.337273991655076
0.430613961312027,0.335535465924896
0.430613961312027,0.333796940194715
0.430613961312027,0.332058414464534
0.430613961312027,0.330319888734353
0.430613961312027,0.328581363004172
0.430613961312027,0.326842837273992
0.430613961312027,0.325104311543811
0.430613961312027,0.32336578581363
0.430613961312027,0.321627260083449
0.430613961312027,0.319888734353268
0.430613961312027,0.311196105702364
0.430613961312027,0.309457579972184
0.430613961312027,0.307719054242003
0.430613961312027,0.305980528511822
0.430613961312027,0.304242002781641
0.430613961312027,0.30250347705146
0.430613961312027,0.30076495132128
0.430613961312027,0.27990264255911
0.48444070647603,1.23956884561892
0.48444070647603,1.23783031988873
0.48444070647603,1.23609179415855
0.48444070647603,1.23435326842837
0.48444070647603,1.23261474269819
0.48444070647603,1.23087621696801
0.48444070647603,1.22913769123783
0.48444070647603,1.22739916550765
0.48444070647603,1.22566063977747
0.48444070647603,1.2047983310153
0.48444070647603,1.20305980528512
0.48444070647603,1.20132127955494
0.48444070647603,1.19958275382476
0.48444070647603,1.19784422809458
0.48444070647603,1.1961057023644
0.48444070647603,1.19436717663421
0.48444070647603,1.19262865090403
0.48444070647603,1.19089012517385
0.48444070647603,1.18915159944367
0.48444070647603,1.18741307371349
0.48444070647603,1.18567454798331
0.48444070647603,1.17350486787204
0.48444070647603,1.17176634214186
0.48444070647603,1.17002781641168
0.48444070647603,1.1682892906815
0.48444070647603,1.16655076495132
0.48444070647603,1.16481223922114
0.48444070647603,1.16307371349096
0.48444070647603,1.16133518776078
0.48444070647603,1.1595966620306
0.48444070647603,1.15785813630042
0.48444070647603,1.15611961057024
0.48444070647603,1.15438108484006
0.48444070647603,1.15264255910987
0.48444070647603,1.15090403337969
0.48444070647603,1.14916550764951
0.48444070647603,1.14742698191933
0.48444070647603,1.14568845618915
0.48444070647603,1.14394993045897
0.48444070647603,1.14221140472879
0.48444070647603,1.14047287899861
0.48444070647603,1.13873435326843
0.48444070647603,1.13699582753825
0.48444070647603,1.13525730180807
0.48444070647603,1.13351877607789
0.48444070647603,1.13178025034771
0.48444070647603,1.13004172461752
0.48444070647603,1.12830319888734
0.48444070647603,1.12656467315716
0.48444070647603,1.12482614742698
0.48444070647603,1.11265646731572
0.48444070647603,1.11091794158554
0.48444070647603,1.10917941585535
0.48444070647603,1.10744089012517
0.48444070647603,1.10570236439499
0.48444070647603,1.10396383866481
0.48444070647603,1.10222531293463
0.48444070647603,1.10048678720445
0.48444070647603,1.09874826147427
0.48444070647603,1.09700973574409
0.48444070647603,1.09527121001391
0.48444070647603,1.09353268428373
0.48444070647603,1.09179415855355
0.48444070647603,1.09005563282337
0.48444070647603,1.08831710709318
0.48444070647603,1.086578581363
0.48444070647603,1.08484005563282
0.48444070647603,1.08310152990264
0.48444070647603,1.08136300417246
0.48444070647603,1.07962447844228
0.48444070647603,1.0778859527121
0.48444070647603,1.07614742698192
0.48444070647603,1.07440890125174
0.48444070647603,1.07267037552156
0.48444070647603,1.07093184979138
0.48444070647603,1.0691933240612
0.48444070647603,1.06745479833102
0.48444070647603,1.06571627260083
0.48444070647603,1.06397774687065
0.48444070647603,1.06223922114047
0.48444070647603,1.03963838664812
0.48444070647603,1.03789986091794
0.48444070647603,1.03616133518776
0.48444070647603,1.03442280945758
